sample_id,router_name,budget,domain,ocr_text,vlm_raw_output,final_text,gt,backfill_status,backfill_reason,edit_distance_ocr,edit_distance_final,delta_edit_distance,vlm_model
GeoP0219_L035,DWUR,0.2,geology,具有板理.片理、薄层理石,具有板理、片理、薄层理的,具有板理、片理、薄层理的,具有板理·片理、薄层理岩石,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0220_L006,DWUR,0.2,geology,松驰：应力不变，应变随时间增加而减小。,松弛：应变不变，应力随时间增加而减小。,松弛：应变不变，应力随时间增加而减小。,松驰：应力不变，应变随时间增加而减小。,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0221_L014,DWUR,0.2,geology,同生矿床：矿体与围岩在同一地质作用。,同生矿床：矿体与围岩在同一地质作用中。,同生矿床：矿体与围岩在同一地质作用中。,(同生矿床：矿体与围岩在同一地质作用.,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0221_L040,DWUR,0.2,geology,划分依据：①矿体构造②矿石构造③矿物共组合标志,划分依据：①矿体构造 ②矿石构造 ③矿物共生组合标志,划分依据：①矿体构造 ②矿石构造 ③矿物共生组合标志,划分依据: ①矿体构造②矿石构造③矿物共生组合标志,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0222_L013,DWUR,0.2,geology,二、易需保成矿因素,二、显著的成矿因素,二、显著的成矿因素,二、易聚体成矿因素,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0227_L020,DWUR,0.2,geology,②、A矿物交代B矿物，B早于A⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A  ⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A  ⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A⑦、梳状、晶洞、环带、条带构造等。,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0232_L003,DWUR,0.2,geology,单元，是人类开采，利用的对象.,矿体，是人类开采，利用的对象.,矿体，是人类开采，利用的对象.,"单元,是人类开采,利用的对象.",accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0233_L008,DWUR,0.2,geology,·浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值、,",浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值。",",浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值。",·浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值、,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0235_L030,DWUR,0.2,geology,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛等挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛及挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛及挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛等挥发分，,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0238_L007,DWUR,0.2,geology,①、元素种类多样②、矿物成分多达300种以上,①、元素种类多样 ②、矿物成分多达300余种以上,①、元素种类多样 ②、矿物成分多达300余种以上,①、元素种类多样②、矿物成分多达300种以上,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0238_L023,DWUR,0.2,geology,5.伟晶岩矿床成矿作用：,5.伟晶岩矿床成矿作用;,5.伟晶岩矿床成矿作用;,5.伟晶岩矿床成矿作用：,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0240_L008,DWUR,0.2,geology,交换，而主要由于物理化学条件改变，引起沉淀物质直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质便直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质便直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质直接淀沉于所在的构造,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0240_L012,DWUR,0.2,geology,·云英岩化、花岗岩类岩石中，高温蚀变产生玉主要由白云母、石英组合的岩石。,",云英岩化:花岗岩类岩石中，高温蚀变产生的主要由白云母、石英组合的岩石。",",云英岩化:花岗岩类岩石中，高温蚀变产生的主要由白云母、石英组合的岩石。","·云英岩化、花岗岩类岩石中,高温蚀变产生主要由白云母、石英组合的岩石.",accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0241_L036,DWUR,0.2,geology,实际发生区别的反电子数4~7时.,实际发生区别时的价电子数 4~7时.,实际发生区别时的价电子数 4~7时.,实际发生区别的仅d电子数4~7时.,accepted,accepted,2,4,2,gemini:gemini-3-flash-preview
MedP0201_L039,DWUR,0.2,medicine,血性腹水,延性脆性,延性脆性,血性腹水,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
MedP0210_L065,DWUR,0.2,medicine,5.心肌炎三联征：,5.心肌酶三联征：,5.心肌酶三联征：,5.心肌炎三联征：,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0222_L018,DWUR,0.2,medicine,CB(结合胆红素,CB(结合胆红素),CB(结合胆红素),CB(结合胆红素,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0222_L064,DWUR,0.2,medicine,生态：生长抑系，奥曲肽(收缩内脏血管),止血：生长抑素，奥曲肽(收缩内脏血管),止血：生长抑素，奥曲肽(收缩内脏血管),生态：生长抑素，奥曲肽(收缩内脏血管),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0224_L013,DWUR,0.2,medicine,(一)工作细胞的跨膜电位,(一) 工作细胞的跨膜电位,(一) 工作细胞的跨膜电位,(一)工作细胞的跨膜电位,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0225_L036,DWUR,0.2,medicine,即胆汁酸盐，可胆汁酸盐，简称胆盐。,即胆汁酸盐，或胆汁酸盐。简称胆盐。,即胆汁酸盐，或胆汁酸盐。简称胆盐。,即胆汁酸盐，即胆汁酸盐，简称胆盐。,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0228_L012,DWUR,0.2,medicine,洋地黄特别适用于,该地质特别适用于,该地质特别适用于,洋地黄特别适用于,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0229_L018,DWUR,0.2,medicine,2.减数分裂,2.减数分层,2.减数分层,2.减数分裂,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0234_L029,DWUR,0.2,medicine,狼疮抗凝物。(相毒）,狼疮抗凝物。(筛选）,狼疮抗凝物。(筛选）,狼疮抗凝物.(梅毒),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0240_L044,DWUR,0.2,medicine,①中枢神经系统知病,①中枢神经系统诊断,①中枢神经系统诊断,①中枢神经系统疾病,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0199_L002,GCR,0.3,geology,层与层之间发生滑动,层与层之间发生层动,层与层之间发生层动,层与层之间发生滑动,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0199_L016,GCR,0.3,geology,中性面向内侧移动.,中性面向内侧偏移。,中性面向内侧偏移。,中性面向内侧移动.,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0199_L055,GCR,0.3,geology,(枢纽断层(旋转),(枢纽断层(旋转)),(枢纽断层(旋转)),(枢纽断层(旋转),accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0199_L074,GCR,0.3,geology,(4个)顺层~,(24)顺层~,(24)顺层~,(4个)顺层~,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0199_L095,GCR,0.3,geology,覆构造),复褶皱),复褶皱),覆构造),accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0199_L098,GCR,0.3,geology,追踪利用、改造(被的早),追踪利用、改造(补的早),追踪利用、改造(补的早),{追踪，利用，改造（被..的早）,accepted,accepted,5,6,1,gemini:gemini-3-flash-preview
GeoP0200_L044,GCR,0.3,geology,羽状节理与主断层所交,羽状节理与主断层斜交,羽状节理与主断层斜交,羽状节理与主断层所交,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0207_L037,GCR,0.3,geology,弹性给水度,弹性释水度,弹性释水度,3弹性给水度,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0208_L009,GCR,0.3,geology,的水分,全水分,全水分,的水分,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0208_L011,GCR,0.3,geology,(1)含水层空隙中水由于水压力降低而膨胀释放出来的重力水共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的弹性水共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的弹性水共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的重力水}共同作用,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0211_L028,GCR,0.3,geology,(3)负偏分布，(s<0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs < 0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs < 0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs<0，系列出现小于均值的机会比大于均值的机会少,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0212_L012,GCR,0.3,geology,(3)结论,3)结论,3)结论,(3)结论,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0217_L010,GCR,0.3,geology,物理风化作用：只发生机械破碎而化学成分未改变的风化作用只暗碎,物理风化作用：只发生机械破碎而化学成分未改变的风化作用。只崩碎。,物理风化作用：只发生机械破碎而化学成分未改变的风化作用。只崩碎。,物理风化作用：只发生机械破碎而化学成分未改变的风化作用只嚼碎了,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0217_L024,GCR,0.3,geology,1.长石类(k.Na.Ca的铝硅酸盐),1.长石类(K.Na.Ca的铝硅酸盐),1.长石类(K.Na.Ca的铝硅酸盐),1.长石类(k.Na.Ca的铝硅酸盐),accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0217_L034,GCR,0.3,geology,利余AbO3,利余Al2O3,利余Al2O3,利余AbO₃,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0218_L003,GCR,0.3,geology,钾K石>,钾K长>,钾K长>,钾长石>,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0218_L012,GCR,0.3,geology,泥于水,泥浆水,泥浆水,溶于水，,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0218_L031,GCR,0.3,geology,一般情况下.只发生机械破碎，而无化学分解.,一般情况下，只发生机械破碎，而无化学分解.,一般情况下，只发生机械破碎，而无化学分解.,"一般情况下.只发生机械破碎,而无化学分解.",accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0219_L009,GCR,0.3,geology,中性市,中生界,中生界,中性岩,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0219_L013,GCR,0.3,geology,抗风能力较强.,抗风化能力较强.,抗风化能力较强.,抗风能力较强.,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0219_L027,GCR,0.3,geology,以溶解为主,以溶蚀为主,以溶蚀为主,以溶解为主,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0219_L035,GCR,0.3,geology,具有板理.片理、薄层理石,具有板理、片理、薄层理的,具有板理、片理、薄层理的,具有板理·片理、薄层理岩石,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0221_L014,GCR,0.3,geology,同生矿床：矿体与围岩在同一地质作用。,同生矿床：矿体与围岩在同一地质作用中。,同生矿床：矿体与围岩在同一地质作用中。,(同生矿床：矿体与围岩在同一地质作用.,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0222_L013,GCR,0.3,geology,二、易需保成矿因素,二、显著的成矿因素,二、显著的成矿因素,二、易聚体成矿因素,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0222_L014,GCR,0.3,geology,1)高克拉克值2)聚集亲和能力强.(Au),1)高克拉克值2)富集亲和能力强.(Au),1)高克拉克值2)富集亲和能力强.(Au),1)高克拉克值.2)聚集亲和能力强.(Au),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0227_L020,GCR,0.3,geology,②、A矿物交代B矿物，B早于A⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A  ⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A  ⑦、梳状、晶洞、环带、条带构造等.,②、A矿物交代B矿物，B早于A⑦、梳状、晶洞、环带、条带构造等。,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0227_L022,GCR,0.3,geology,④、先生间隙被后生填充胶结,④、原生间隙被后生填充胶结,④、原生间隙被后生填充胶结,④、先生间隙被后生填充胶结,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0233_L008,GCR,0.3,geology,·浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值、,",浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值。",",浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值。",·浓度克拉克值：某一元素在特定地质体中的含量与其克拉克值的比值、,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0235_L030,GCR,0.3,geology,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛等挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛及挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛及挥发分,矿物下沉堆积，形成早期岩浆矿床。晚期残余岩浆富含铁、钛等挥发分，,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0238_L007,GCR,0.3,geology,①、元素种类多样②、矿物成分多达300种以上,①、元素种类多样②、矿物成分多达300余种以上,①、元素种类多样②、矿物成分多达300余种以上,①、元素种类多样②、矿物成分多达300种以上,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0240_L008,GCR,0.3,geology,交换，而主要由于物理化学条件改变，引起沉淀物质直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质便直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质便直接淀沉于所在的构造,交换，而主要由于物理化学条件改变，引起沉淀物质直接淀沉于所在的构造,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0240_L012,GCR,0.3,geology,·云英岩化、花岗岩类岩石中，高温蚀变产生玉主要由白云母、石英组合的岩石。,，云英岩化：花岗岩类岩石中，高温蚀变产生的主要由白云母、石英组合的岩石。,，云英岩化：花岗岩类岩石中，高温蚀变产生的主要由白云母、石英组合的岩石。,"·云英岩化、花岗岩类岩石中,高温蚀变产生主要由白云母、石英组合的岩石.",accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0240_L019,GCR,0.3,geology,②、矿质，成矿介质有多元性,②、矿源，成矿介质有多元性,②、矿源，成矿介质有多元性,②、矿质、成矿介质有多元性,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0241_L015,GCR,0.3,geology,四个仿锤型轨道,四个纺锤型轨迹,四个纺锤型轨迹,四个仿锤型轨道,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0241_L036,GCR,0.3,geology,实际发生区别的反电子数4~7时.,实际发生区别时的电子数4~7时.,实际发生区别时的电子数4~7时.,实际发生区别的仅d电子数4~7时.,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0241_L038,GCR,0.3,geology,二.八面体择位能对过渡金属元素控制.,二.八面体择位能对过渡金属元素的控制.,二.八面体择位能对过渡金属元素的控制.,二.八面体择位能对过渡金属元素控制.,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0243_L004,GCR,0.3,geology,厚：：1.3-3.5m,厚：1.3~3.5m,厚：1.3~3.5m,"中厚：：1.3～3.5m
",accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
GeoP0243_L008,GCR,0.3,geology,之间的角义，,之间的夹角，,之间的夹角，,之间的角α，,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0243_L014,GCR,0.3,geology,越大不用设备,磁法所用设备,磁法所用设备,越大不用设备,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
FinP0173_L015,GCR,0.3,finance,狭M1=MO+企业活期存款,狭义M1=M0+企业活期存款,狭义M1=M0+企业活期存款,狭M₁=M₀+企业活期存款,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
FinP0176_L025,GCR,0.3,finance,2.揭示课题,2.揭示深度,2.揭示深度,２、揭示课题,accepted,accepted,2,4,2,gemini:gemini-3-flash-preview
FinP0177_L016,GCR,0.3,finance,发行，也叫无息债券、最后偿还的时候按面值偿还，利率是隐,发行，也叫无息债券，最后偿还的时候按面值偿还，利率是隐,发行，也叫无息债券，最后偿还的时候按面值偿还，利率是隐,发行，也叫无息债券、最后偿还的时候按面值偿还，利率是隐,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
FinP0177_L021,GCR,0.3,finance,(1)定义：是把当前收益率(日收益率，月收益率)换成年收,(1)定义：是把当前收益率(日收益率，月收益率)换成年收益率,(1)定义：是把当前收益率(日收益率，月收益率)换成年收益率,(1)定义：是把当前收益率(日收益率、月收益率)换成年收,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0179_L040,GCR,0.3,finance,发行）③中间发行,发射）③中间发射,发射）③中间发射,发行)③中间发行:,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0189_L012,GCR,0.3,finance,1、金融市场：资金筹集的场所,1、钢铁市场：资金筹集的场所（,1、钢铁市场：资金筹集的场所（,1、金融市场：资金筹集的场所＜,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0189_L017,GCR,0.3,finance,现货：当场/天内买方付款.卖,现货：当场10天内买方付款，卖,现货：当场10天内买方付款，卖,现货：当场|n天内买方付款.卖方,accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
FinP0191_L026,GCR,0.3,finance,债券供给变动,储量供给变动,储量供给变动,债券供给变动,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0195_L001,GCR,0.3,finance,②货币互换,②深部互换,②深部互换,②货币互换,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0196_L007,GCR,0.3,finance,二：回购市场工质押贷款，质押品为证券】,二：回购市场（质押贷款，质押品为证券）],二：回购市场（质押贷款，质押品为证券）],二：回购市场[质押贷款，质押品为证券],accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
FinP0199_L011,GCR,0.3,finance,狭义货币：M_0=流通中现金，M_{1}=M_{}+商业银行活期存款,狭义货币：M_0=流通中现金，M_{1}=M_{0}+商业银行活期存款,狭义货币：M_0=流通中现金，M_{1}=M_{0}+商业银行活期存款,狭义货币:M₀=流通中现金，M₁=M₀+商业银行活期存款,accepted,accepted,9,10,1,gemini:gemini-3-flash-preview
FinP0200_L006,GCR,0.3,finance,推动金确发展提质增效。,推动地勘发展提质增效。,推动地勘发展提质增效。,推动金融发展提质增效。,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
FinP0200_L011,GCR,0.3,finance,在金融领域的应用场景,在金属领域的应用场景,在金属领域的应用场景,在金融领域的应用场景,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
FinP0200_L020,GCR,0.3,finance,·在全融领域的应用场景,·在金属矿领域的应用场景,·在金属矿领域的应用场景,·在金融领域的应用场景,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
FinP0201_L002,GCR,0.3,finance,“特殊的金融企业”,“特殊的金属矿业”,“特殊的金属矿业”,“特殊的金融企业”,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0201_L007,GCR,0.3,finance,2.来外业务,2.野外作业,2.野外作业,2.表外业务,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0201_L051,GCR,0.3,finance,4.货币乘数,4.质量参数,4.质量参数,4.货币乘数,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
FinP0201_L057,GCR,0.3,finance,活期存款总额.,活期存蓄入总额.,活期存蓄入总额.,活期存款总额.,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0204_L019,GCR,0.3,finance,·一般利率(参与基准r而定)如企业、个人存贷款利率,·一般利率(随基准r而定)如企业、个人存贷款利率,·一般利率(随基准r而定)如企业、个人存贷款利率,·一般利率（参考基准r而定）如企业、个人存贷款利率,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
FinP0204_L057,GCR,0.3,finance,信券空向,信号走向,信号走向,债券票面,accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
FinP0204_L075,GCR,0.3,finance,=)持有期收益率=105=,二)持有期收益率=10.5%,二)持有期收益率=10.5%,=>持有期收益率:105:,accepted,accepted,3,5,2,gemini:gemini-3-flash-preview
FinP0208_L009,GCR,0.3,finance,借款期限和风险期限长，风险大，利率高,勘探期限和风险期限长，风险大，利率高,勘探期限和风险期限长，风险大，利率高,借款期限和风险期限长，风险大，利率高，,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
MedP0201_L018,GCR,0.3,medicine,肝硬化+腹水,硅化+脱水,硅化+脱水,肝硬化+腹水,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
MedP0201_L025,GCR,0.3,medicine,无肾买质改变,无明显性质改变,无明显性质改变,无肾实质政变,accepted,accepted,2,4,2,gemini:gemini-3-flash-preview
MedP0201_L039,GCR,0.3,medicine,血性腹水,延性脆性,延性脆性,血性腹水,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
MedP0204_L019,GCR,0.3,medicine,腔骨长轴线,胚界长轴线,胚界长轴线,胫骨长轴线,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0206_L031,GCR,0.3,medicine,顺钟向转房,顺钟向转层,顺钟向转层,顺钟向转房,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0222_L039,GCR,0.3,medicine,美胆素(颜色,基胆素(颜色),基胆素(颜色),粪胆素(颜色,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0222_L064,GCR,0.3,medicine,生态：生长抑系，奥曲肽(收缩内脏血管),止血：生长抑素，奥曲肽(收缩内脏血管),止血：生长抑素，奥曲肽(收缩内脏血管),生态：生长抑素，奥曲肽(收缩内脏血管),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0225_L031,GCR,0.3,medicine,则使NADPH氧化生成了水，即一分子氧发了两种功能，故又称混合功能氧,则使NADPH氧化生成了水，即一分子氧发挥了两种功能，故又称混合功能氧化酶,则使NADPH氧化生成了水，即一分子氧发挥了两种功能，故又称混合功能氧化酶,则使NADPH氧化生成了水，即一分子氧发挥了两种功能，故又称混合功能氧,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0228_L012,GCR,0.3,medicine,洋地黄特别适用于,详地质特别适用于,详地质特别适用于,洋地黄特别适用于,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0234_L029,GCR,0.3,medicine,狼疮抗凝物。(相毒）,狼疮抗凝物。(筛查）,狼疮抗凝物。(筛查）,狼疮抗凝物.(梅毒),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0234_L052,GCR,0.3,medicine,(不蚀性关节员),(不连续性关节面),(不连续性关节面),(不侵蚀性关节炎),accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
MedP0235_L025,GCR,0.3,medicine,含-OHAA：苏(酪)丝苏老师,含-OHAA：苏(酪)丝 苏丝缬,含-OHAA：苏(酪)丝 苏丝缬,含-OHAA：苏(酪)丝苏老师,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
MedP0242_L018,GCR,0.3,medicine,脏腑位置之高低,脱脂位置之高低,脱脂位置之高低,脏腑位置之高低,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0249_L017,GCR,0.3,medicine,2、第2颈椎：C2对应身体部区：双耳视神经,2、第2颈椎：C2对应身体部位区：双耳视神经,2、第2颈椎：C2对应身体部位区：双耳视神经,"2、第2颈椎：C₂对应身体部区：双耳,视神经",accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
MedP0249_L026,GCR,0.3,medicine,6、第6胸椎=T6对应的身体部区：脾.胃.,6、第6胸椎=T6对应的身体部位：脾.胃.,6、第6胸椎=T6对应的身体部位：脾.胃.,6、第6胞椎：T₆对应的自体部区：脾.胃、,accepted,accepted,5,6,1,gemini:gemini-3-flash-preview
MedP0249_L028,GCR,0.3,medicine,4、第4颈椎：(4对应身体部位区：鼻、唇.嘴,4、第4颈椎：(C4对应身体部位区：鼻、唇、嘴,4、第4颈椎：(C4对应身体部位区：鼻、唇、嘴,4、第4颈椎：C4对应身体部险区：鼻.唇.嘴,accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
MedP0249_L032,GCR,0.3,medicine,8、第8胸椎：T8对应的身体部区：脾脏.,8、第8胸椎：T8对应的身体部位：脾脏.,8、第8胸椎：T8对应的身体部位：脾脏.,8、第8胸椎：T₈对应的身体部区：脾脏.,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0199_L003,WUR,0.3,geology,外侧易环裂,外侧显环裂,外侧显环裂,外侧易张裂,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0199_L066,WUR,0.3,geology,(伸展构造),(伸展构造)),(伸展构造)),(伸展构造),accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0199_L067,WUR,0.3,geology,延同一方向],[沿同一方向],[沿同一方向],延同一方向],accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0199_L074,WUR,0.3,geology,(4个)顺层~,(24)顺层~,(24)顺层~,(4个)顺层~,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0199_L095,WUR,0.3,geology,覆构造),覆褶皱),覆褶皱),覆构造),accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0199_L098,WUR,0.3,geology,追踪利用、改造(被的早),追踪利用、改造(补写的早),追踪利用、改造(补写的早),{追踪，利用，改造（被..的早）,accepted,accepted,5,6,1,gemini:gemini-3-flash-preview
GeoP0199_L111,WUR,0.3,geology,如地层关系的变化,"如,地层关系的变化","如,地层关系的变化",如地层关系的变化,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0200_L024,WUR,0.3,geology,形态及其与,形态、及其与,形态、及其与,形态及其与,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0200_L044,WUR,0.3,geology,羽状节理与主断层所交,羽状节理与主断层斜交,羽状节理与主断层斜交,羽状节理与主断层所交,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0200_L067,WUR,0.3,geology,破劈理→是岩石中的一组密集的剪切破裂面.,破劈理 → 是岩石中的一组密集的剪切破裂面.,破劈理 → 是岩石中的一组密集的剪切破裂面.,破劈理->是岩石中的一组密集的剪切破裂面.,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0201_L020,WUR,0.3,geology,正断：拉开形成,正断层：拉开形成,正断层：拉开形成,正断：拉开形成,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0203_L020,WUR,0.3,geology,(1)有上下两个隔水板(不易被污染),(1)有上下两个隔水层 (不易被污染),(1)有上下两个隔水层 (不易被污染),(1)有上下两个隔水板(不易被污染),accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0203_L027,WUR,0.3,geology,(7)受污染时难治理,(7)受污染后难治理,(7)受污染后难治理,(7)受污染时难治理,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
